id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21597619,"1B. south end, cozy room by orange/silver line T",41932249,Ann,,Roxbury,42.33715,-71.07825,Private room,67,1,60,2019-07-14,3.56,20,30
21597670,Entire 1-bedroom Apartment Near Downtown/Longwood,60155656,Jc & Cm,,Roxbury,42.32008,-71.0921,Private room,99,3,81,2019-08-07,3.77,1,286
21597878,Large & Sunny Room near Dudley Station/Silver Line,145930475,Huggy,,Roxbury,42.32707,-71.07964,Private room,35,30,3,2018-08-27,0.14,6,365
21612082,Boston / Brookline Room for Rent,157204476,David,,Brighton,42.3433,-71.13963,Private room,70,3,1,2017-11-19,0.05,1,0
21623737,Comfortable Studio 1 Minute Walk from Green Line,124710895,Philip,,Brighton,42.33785,-71.14733,Entire home/apt,100,1,166,2019-08-04,7.70,4,38
21623921,COZY 3BR Home Near Northeastern,76474966,Eric,,Roxbury,42.31872,-71.07884,Entire home/apt,160,4,0,,,1,0
21624391,"Clean, spacious condo just steps from the MBTA",202410,Erin,,Brighton,42.34199,-71.15382,Entire home/apt,160,2,52,2019-08-04,3.15,1,186
21632673,Sonder | Boston Common | Eclectic 2BR + Laundry,12243051,Sonder,,Chinatown,42.35112,-71.06155,Entire home/apt,343,2,8,2019-07-01,0.38,270,160
21633293,Sonder | Boston Common | Stunning 2BR + Laundry,12243051,Sonder,,Chinatown,42.35157,-71.06177,Entire home/apt,336,2,44,2019-08-03,2.04,270,130
21635255,4C. cozy/quiet room-BU Med/NEU/Convention ctr,41932249,Ann,,Roxbury,42.33697,-71.08009,Private room,49,1,50,2019-08-09,2.43,20,5
21636688,Spacious Private Bedroom,13881613,Aakash,,Mission Hill,42.33368,-71.10662,Private room,35,1,1,2017-12-10,0.05,1,0
21641017,South End Charm Private Apartment M329,32532791,Marie,,South End,42.34309,-71.07606,Entire home/apt,180,3,14,2019-07-09,0.85,25,1
21642295,1 Bed Apartment in the Heart of Beautiful Back Bay,40797818,Margaret,,Back Bay,42.35319,-71.07815,Entire home/apt,199,2,10,2018-08-19,0.46,1,0
21643899,"Elegant Triplex in heart of South End, Boston",157515900,Nancy P.,,South End,42.34177,-71.06983,Entire home/apt,875,2,4,2019-04-16,0.25,1,180
21648590,Historical Charming Private Newbury St Brownstone,157562174,Jason,,Back Bay,42.34973,-71.0791,Entire home/apt,175,1,114,2019-06-30,5.25,2,134
21648941,"Cozy, spacious apartment near Harvard, BU",88256824,Nancy,,Brighton,42.35596,-71.14717,Private room,48,180,1,2017-12-18,0.05,1,180
21662744,Back Bay Fenway Hynes Convention Ctr - Two bedroom,157669032,Scott,,Fenway,42.34659,-71.08757,Entire home/apt,195,2,73,2019-08-04,3.67,1,224
21663547,"Private, Cozy & Sunny Room by the metro",100694816,Monty,,Brighton,42.34172,-71.15059,Private room,45,1,35,2018-06-02,1.63,1,0
21667214,Bedroom,10964750,April,,Dorchester,42.32409,-71.05903,Private room,50,1,2,2017-12-24,0.10,1,0
21675518,Modern 1-BR Waterfront Boston Harbor Apartment!,30283594,Kara,,South Boston Waterfront,42.35213,-71.0434,Entire home/apt,129,29,0,,,123,298
21676029,Modernly Furnished 1-BR Boston Harbor Apt + Views!,30283594,Kara,,South Boston Waterfront,42.35119,-71.04343,Entire home/apt,133,29,0,,,123,365
21676416,Lavish 1 BR In Boston near Great Restaurants,30283594,Kara,,South Boston Waterfront,42.35077,-71.04362,Entire home/apt,139,5,1,2019-03-08,0.18,123,80
21676574,Sonder | Boston Common | Inviting 2BR + Laundry,12243051,Sonder,,Chinatown,42.3515,-71.06133,Entire home/apt,308,2,27,2019-07-27,1.25,270,144
21676603,Upscale 1 BR in Boston near Faneuil Market!,30283594,Kara,,South Boston Waterfront,42.35109,-71.04344,Entire home/apt,141,10,0,,,123,365
21676936,Modern&Cozy 1BR in Boston + Top of The Line Amen.,30283594,Kara,,South Boston Waterfront,42.35103,-71.04352,Entire home/apt,145,5,0,,,123,310
21677349,Luxurious 1BR Boston Harbor with Fitness Center!,30283594,Kara,,South Boston Waterfront,42.35177,-71.04376,Entire home/apt,209,21,1,2019-06-21,0.50,123,299
21677482,Sonder | Boston Common | Divine 2BR + Laundry,12243051,Sonder,,Downtown,42.35163,-71.06351,Entire home/apt,351,2,15,2019-07-02,0.78,270,163
21677674,Stayloom’s Trendy Tremont Retreat | near Fenway,149617117,Demetrios,,Mission Hill,42.33186,-71.09857,Entire home/apt,1090,1,72,2019-07-14,3.34,7,325
21678571,Sunny South End hideaway above the trees,18975159,Eleanor,,South End,42.34566,-71.07151,Entire home/apt,165,3,0,,,1,0
21679735,1 Bedroom near Harvard Business School.,157815801,Volkan,,Allston,42.35942,-71.12561,Private room,70,1,1,2017-11-19,0.05,1,0
21679902,Back Bay studio- walk subway & more,155595193,Michelle,,Back Bay,42.35015,-71.08726,Entire home/apt,180,29,4,2019-04-13,0.24,9,319
21681588,Stayloom's Expansive Escape | near Fenway,149617117,Demetrios,,Mission Hill,42.33266,-71.10003,Entire home/apt,1960,1,22,2019-07-18,1.04,7,310
21681614,North End hideout with a view!,7743027,Alfred,,North End,42.3669,-71.05696,Entire home/apt,170,2,19,2018-05-26,0.93,1,0
21682805,Back Bay/South End,39323824,Peter,,South End,42.34651,-71.07383,Entire home/apt,485,3,48,2019-08-09,3.28,1,88
21683291,Richmond's Cozy Colonial near Lower Mills,46315640,Richmond,,Mattapan,42.27574,-71.08928,Private room,35,2,28,2019-06-07,1.30,2,21
21683907,Location! Beautiful 3 Bedroom Apt w. Two Car Spots,26638332,Hannah,,Brighton,42.35504,-71.13905,Entire home/apt,180,2,114,2019-08-05,5.29,2,84
21684930,"Sublet in Boston (May 25 - Jun 06, 2019)",72055270,Thein Min,,Allston,42.35008,-71.13353,Private room,35,14,5,2018-09-01,0.25,1,0
21690354,Central location North End/Waterfront 2Bedroom Apt,157908369,Nikki,,North End,42.36598,-71.05144,Entire home/apt,299,3,23,2019-08-03,1.09,2,14
21690598,Back Bay/Fenway Place,10477120,Gary,,Roxbury,42.34057,-71.08215,Entire home/apt,90,2,58,2019-06-30,2.69,3,44
21693944,Bold 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35546,-71.06253,Entire home/apt,461,2,15,2019-05-23,0.73,270,1
21694590,Spacious 1 BR. Apt. in Allston - all to yourself!,33290979,Scott,,Allston,42.34903,-71.13207,Entire home/apt,64,2,10,2018-05-17,0.47,1,0
21697785,"Victorian to Bauhaus, Penthouse of Hospitality",29635719,John,,South End,42.33717,-71.07673,Entire home/apt,179,1,76,2019-07-31,3.67,2,159
21698478,Angel’s room in Boston,57812241,Alexia,,Dorchester,42.31856,-71.0567,Private room,95,5,4,2018-07-01,0.19,8,78
21701419,Private bedroom in large renovated high rise condo,6574212,Jim,,West End,42.36453,-71.06713,Private room,130,28,36,2019-05-20,1.69,2,47
21708880,Brand New  2 Bedroom - Minutes from Back Bay!,154342968,Kate,,Allston,42.35526,-71.13512,Entire home/apt,185,1,1,2019-05-26,0.35,13,29
21711401,Comfortable Large Bedroom in South End Penthouse,29635719,John,,South End,42.33621,-71.07662,Private room,175,2,9,2018-10-26,0.42,2,64
21711473,Well-lit private room,158074512,Karen,,Allston,42.35061,-71.13664,Private room,80,1,0,,,1,0
21711482,Modern 1-BR in The heart of Boston + Amenities,95459395,Bluebird,,Chinatown,42.35232,-71.06179,Entire home/apt,269,3,0,,,144,365
21711766,Spacious 3BR 3Bath with Balcony,154342968,Kate,,Allston,42.35408,-71.13508,Entire home/apt,500,4,1,2018-06-22,0.07,13,179
21712033,BOSTON RED-3 MIN TO GREEN LINE T A/C in the room,25623270,Kursad,,Allston,42.35341,-71.1288,Private room,47,1,54,2019-08-04,2.51,2,0
21715371,Private Room in Heart of JP-View of Skyline,24712670,Jen,,Jamaica Plain,42.31975,-71.10702,Private room,75,2,0,,,1,178
21724505,Luxury Studio Apt walkable to TD Garden + Common,6441466,Austin,,West End,42.36229,-71.06403,Entire home/apt,115,3,7,2018-06-17,0.34,1,0
21725977,Breathe-taking 1-BR in Boston + Designer Finishes!,95459395,Bluebird,,Downtown,42.35068,-71.06322,Entire home/apt,249,3,0,,,144,365
21726153,Artistic 1 Bedroom in Boston near Copely Square!,95459395,Bluebird,,Chinatown,42.35205,-71.06171,Entire home/apt,269,3,0,,,144,365
21726280,Stellar 1 Bedroom in The Heart of Boston!!,95459395,Bluebird,,Chinatown,42.35215,-71.06199,Entire home/apt,369,3,0,,,144,365
21726558,"Spacious 2-BR Bluebird special in Boston, MA!!",95459395,Bluebird,,Downtown,42.35142,-71.06308,Entire home/apt,299,3,0,,,144,365
21727032,Upscale 2 Bedroom in Boston near Tufts University!,95459395,Bluebird,,Downtown,42.3515,-71.06299,Entire home/apt,299,5,1,2019-03-23,0.20,144,362
21727250,Stunning 2 Bedroom in Boston + Great Views!!,95459395,Bluebird,,Chinatown,42.35107,-71.06165,Entire home/apt,289,3,3,2018-10-25,0.23,144,362
21733394,Ideal accommodation for Airport and Downtown-6ppl,51361205,Sensei Boaz,,East Boston,42.38805,-71.00634,Entire home/apt,124,2,108,2019-08-10,5.02,4,3
21735562,3 MIN TO GREEN LİNE- BOSTON BLUE ROOM,25623270,Kursad,,Allston,42.35158,-71.12744,Private room,57,1,118,2019-08-02,5.54,2,14
21736914,Alex's House,72595301,Alex,,East Boston,42.38024,-71.0285,Private room,200,1,0,,,1,0
21738629,1BR Apartment in the West End,51877093,Felipe,,West End,42.36432,-71.06524,Entire home/apt,138,2,4,2018-03-27,0.20,1,0
21744521,Lower Mills and close to the trolley stop/Red-line,158392543,Michael,,Mattapan,42.27351,-71.07422,Private room,75,1,1,2018-10-17,0.10,1,88
21753302,Charming 3BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.35065,-71.07916,Entire home/apt,684,2,60,2019-08-03,2.84,270,2
21753900,Penthouse 1BR in Seaport by Sonder,12243051,Sonder,,South Boston,42.34385,-71.05745,Entire home/apt,258,3,33,2019-07-22,1.57,270,11
21763161,Cozy 1BR in The Heart of Boston near Fenway Pk,95459395,Bluebird,,West End,42.3636,-71.06902,Entire home/apt,249,3,0,,,144,365
21764953,2 Bedroom 1 Bath - Beacon Hill Boston (145CH#3),1386951,Todd,,Beacon Hill,42.36014,-71.07138,Entire home/apt,200,2,28,2019-01-01,1.36,2,0
21765379,My Home,149629129,Nadia,,Roxbury,42.30919,-71.08873,Shared room,70,4,1,2019-05-23,0.34,3,167
21766695,Stellar 1 Bedroom in Boston near House of Blues!,95459395,Bluebird,,West End,42.36386,-71.0692,Entire home/apt,269,3,1,2019-05-04,0.28,144,365
21766903,Stunning 1 Bedroom in Boston near Faneuil Hall!,95459395,Bluebird,,West End,42.36482,-71.06931,Entire home/apt,249,3,1,2018-09-16,0.09,144,363
21767071,Modern 1-BR in Boston + Plush Designer Finishes!,95459395,Bluebird,,West End,42.36491,-71.06915,Entire home/apt,259,3,0,,,144,365
21767299,Stylish 1Bedroom in Boston near Prudential Skywalk,95459395,Bluebird,,West End,42.36482,-71.06771,Entire home/apt,259,3,0,,,144,365
21767674,Beautiful 2 Bedroom in Boston + Great Amenities!,95459395,Bluebird,,West End,42.36475,-71.06734,Entire home/apt,171,3,0,,,144,365
21767875,"Cozy room in our home, access to rest of house",158599205,Gloria,,West Roxbury,42.25751,-71.16002,Private room,60,1,8,2019-08-11,2.29,2,69
21768208,"Exclusive 2 Bedroom in The heart of Boston, Mass!!",95459395,Bluebird,,West End,42.36398,-71.06716,Entire home/apt,299,3,0,,,144,365
21768382,Modern 2-BR in Boston + Top of The Line Amenities!,95459395,Bluebird,,West End,42.36346,-71.06724,Entire home/apt,589,3,0,,,144,365
21769647,Comfy 1BR,158218784,Angela,,Dorchester,42.29425,-71.07394,Private room,40,2,113,2019-08-17,5.48,1,91
21770176,Modern and bright 1BR in Fort Point/Seaport,1798757,James,,South Boston Waterfront,42.34816,-71.04968,Entire home/apt,175,3,11,2018-11-11,0.72,1,0
21770994,My Home,149629129,Nadia,,Roxbury,42.30957,-71.08851,Private room,70,4,3,2019-06-11,0.18,3,54
21771037,"Beautiful 4BD/2BA Gem! Near airport, city, subway!",30004413,Jeff,,East Boston,42.37008,-71.03322,Entire home/apt,228,1,139,2019-08-08,6.97,1,33
21779767,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,155595193,Michelle,,Back Bay,42.35113,-71.08367,Entire home/apt,99,30,1,2018-08-31,0.08,9,339
21781068,Popular So. Boston Pad|Studio 1BR 1 BA #1,1444340,Will,,South Boston,42.33497,-71.04404,Entire home/apt,132,30,6,2019-05-14,0.28,50,160
21782918,Luxury 1 Bedroom Apt next to Fenway Park in Boston,95459395,Bluebird,,Fenway,42.34372,-71.10009,Entire home/apt,133,3,0,,,144,365
21783476,Modern 1 Bedroom Apt in Fenway with gym,95459395,Bluebird,,Fenway,42.3441,-71.10025,Entire home/apt,249,3,0,,,144,365
21783680,Fenway brand-new 1-BR close to Boston University!!,95459395,Bluebird,,Fenway,42.34529,-71.10064,Entire home/apt,249,3,0,,,144,365
21783865,FENWAY!! 1 bed apt with fitness center,95459395,Bluebird,,Fenway,42.34369,-71.10139,Entire home/apt,249,3,0,,,144,365
21784052,#BBS Presents Homey 1-BR near Boston University,95459395,Bluebird,,Fenway,42.34384,-71.10133,Entire home/apt,259,3,0,,,144,365
21784164,Washington 201 | 2BR 2BA | Doyle's Pub,71783,Lance,,Jamaica Plain,42.3081,-71.10641,Entire home/apt,150,2,37,2019-07-14,2.08,22,3
21784442,Plush 1 Bedroom in Boston near Great Restaurants!,95459395,Bluebird,,Fenway,42.34404,-71.10045,Entire home/apt,249,3,0,,,144,365
21784630,Lavish 1 Bedroom in The Heart of Boston + Gym!!,95459395,Bluebird,,Fenway,42.34388,-71.09987,Entire home/apt,249,3,0,,,144,360
21784812,Stellar 1 Bedroom near House of Blues in Boston!,95459395,Bluebird,,Fenway,42.34518,-71.10135,Entire home/apt,269,3,0,,,144,365
21785002,Luxurious 1 Bedroom in Boston near Fenway Park!!,95459395,Bluebird,,Fenway,42.34523,-71.10114,Entire home/apt,249,3,0,,,144,365
21785388,Location & Luxury North End 2 King bedrooms Apt,157908369,Nikki,,North End,42.3662,-71.05142,Entire home/apt,225,3,12,2018-11-12,0.60,2,19
21787784,Fabulous  Studio,24041368,Carolyn,,West End,42.36417,-71.06408,Entire home/apt,175,3,9,2018-11-04,0.59,1,0
21788076,Washington 206 | 1BR 1BA | Franklin Park Zoo,71783,Lance,,Jamaica Plain,42.30832,-71.10663,Entire home/apt,150,2,41,2019-04-21,2.33,22,3
21788077,Washington 304 | 2BR 1BA | Forest Hills Cemetery,71783,Lance,,Jamaica Plain,42.30796,-71.10484,Entire home/apt,150,2,28,2019-05-26,1.40,22,2
21788079,Washington 306 | 1BR 1BA | Emerald Necklace,71783,Lance,,Jamaica Plain,42.30816,-71.10616,Entire home/apt,150,2,43,2019-07-29,2.46,22,0
21789235,Ideal 3 BDR to stay by the Red Line!,16186589,Marie,,Dorchester,42.29105,-71.0664,Entire home/apt,150,30,0,,,25,284
21794989,Luxury 2 Bedroom next to Fenway Park in Boston*,95459395,Bluebird,,Fenway,42.34532,-71.09992,Entire home/apt,499,3,0,,,144,340
21795314,Cozy 2 Bedroom apt in Fenway with Great gym!!,95459395,Bluebird,,Fenway,42.34529,-71.09987,Entire home/apt,299,3,0,,,144,364
21795492,Top-notch 2 Bedroom with fitness center in Fenway!,95459395,Bluebird,,Fenway,42.34374,-71.10135,Entire home/apt,799,3,0,,,144,357
21795660,Stunning 2 Bedroom in The Heart of Boston!!,95459395,Bluebird,,Fenway,42.34343,-71.10002,Entire home/apt,299,3,0,,,144,360
21795848,Upscale 2 Bedroom near Boston University!!,95459395,Bluebird,,Fenway,42.34351,-71.09987,Entire home/apt,299,3,0,,,144,365
21796006,Beautiful 2 Bedroom + Designer Finishes in Boston!,95459395,Bluebird,,Fenway,42.34343,-71.10171,Entire home/apt,299,3,0,,,144,365
21796325,High-End 2 Bedroom near Harvard Art Museum!,95459395,Bluebird,,South End,42.34199,-71.07589,Entire home/apt,299,3,0,,,144,365
21796547,Modern 2 Bedroom near Historic Faneuil Hall Boston,95459395,Bluebird,,Fenway,42.34505,-71.10073,Entire home/apt,299,3,0,,,144,365
21796741,Plush 2 Bedroom in Boston near Great Restaurants!,95459395,Bluebird,,Fenway,42.3454,-71.10053,Entire home/apt,299,3,0,,,144,365
21796886,Modernly Furnished 2 Bedroom in Boston + Amenities,95459395,Bluebird,,Fenway,42.34402,-71.10212,Entire home/apt,299,3,0,,,144,365
21797100,Cozy & Comfy 2 Bedroom in Boston near Fenway Park!,95459395,Bluebird,,Fenway,42.3434,-71.10189,Entire home/apt,299,3,0,,,144,365
21797544,Exclusive 2 Bedroom in Boston + Great Gym onsite!,95459395,Bluebird,,Fenway,42.34335,-71.10031,Entire home/apt,299,2,1,2019-06-21,0.50,144,365
21797738,Beautiful 2-BR Boston Apt with Great Views + Gym!,95459395,Bluebird,,Fenway,42.34507,-71.10035,Entire home/apt,799,3,3,2019-07-29,0.33,144,359
21797895,#BBS Cheerful 2 Bedroom in Boston + Views & Gym!,95459395,Bluebird,,Fenway,42.34352,-71.10056,Entire home/apt,299,3,0,,,144,365
21798943,Furnished one Bedroom Mission Hill Apartment,157901484,Trevor,,Mission Hill,42.33179,-71.09798,Entire home/apt,65,2,39,2018-12-30,1.83,1,0
21799387,Southie Haven Studio|1 BR 1BA #2,1444340,Will,,South Boston,42.33663,-71.04185,Entire home/apt,132,30,7,2019-03-29,0.45,50,142
21799918,Boston Luxury Suites /1,127718668,Muny,,Dorchester,42.31382,-71.05718,Entire home/apt,250,1,6,2019-03-18,0.30,10,276
21800425,Boston Luxury Suites/2,127718668,Muny,,Dorchester,42.31319,-71.05554,Entire home/apt,200,1,6,2019-04-28,0.30,10,295
21800554,Southie Vibes|Fun Studio|1BR 1BA #3,1444340,Will,,South Boston,42.33504,-71.04309,Entire home/apt,132,30,5,2019-05-05,0.60,50,153
21801133,Boston Roots|Marlborough 1BR 1BA #2,814298,Brent,,Back Bay,42.35087,-71.08297,Entire home/apt,200,2,8,2018-11-09,0.53,89,0
21802497,Boston Luxury Suites/3,127718668,Muny,,Dorchester,42.31427,-71.05692,Entire home/apt,250,1,18,2019-04-21,0.90,10,305
21815046,Historic District|Marlborough 1BR 1BA #4,814298,Brent,,Back Bay,42.35154,-71.08303,Entire home/apt,200,2,12,2018-11-12,0.77,89,0
21815325,Luxury Waterfront Studio Apt (60 Day Minimum),155595193,Michelle,,North End,42.3673,-71.05226,Entire home/apt,125,1,0,,,9,313
21817254,Renovated unit in historical Harrison Hill,157708199,Olive,,Dorchester,42.31521,-71.0712,Private room,70,7,0,,,1,0
21818022,Beacon Hill Writer's Lair★Comfort History★Ace Loc,59234220,Lara,,Beacon Hill,42.35979,-71.06773,Entire home/apt,69,28,55,2018-12-30,2.67,8,0
21824260,Private room at Boston Luxury Suites 1/1,127718668,Muny,,Dorchester,42.31241,-71.05551,Private room,100,1,1,2018-07-15,0.07,10,284
21824448,"Private clean room, essentials provided to guests",4690474,Azzurra,,Charlestown,42.37791,-71.06353,Private room,43,7,3,2019-01-17,0.28,1,0
21824635,Private room at Boston Luxury Suites 2/1,127718668,Muny,,Dorchester,42.31277,-71.05538,Private room,110,1,2,2019-01-01,0.11,10,289
21824859,Private room at Boston Luxury Suites 1/2,127718668,Muny,,Dorchester,42.31291,-71.0557,Private room,100,1,3,2019-07-28,0.15,10,304
21826196,Private room at Boston Luxury suites 2/2,127718668,Muny,,Dorchester,42.31369,-71.05691,Private room,110,1,4,2019-05-18,0.20,10,306
21826460,Private room at Boston Luxury Suites 1/3,127718668,Muny,,Dorchester,42.31279,-71.05597,Private room,100,1,2,2018-05-07,0.10,10,309
21826608,Private room at Boston Luxury Suites 2/3,127718668,Muny,,Dorchester,42.31413,-71.05747,Private room,110,1,2,2018-01-04,0.10,10,315
21827688,112 Myrtle Street Apartment 2,82529160,Mario,,Beacon Hill,42.35883,-71.06926,Entire home/apt,178,1,31,2019-07-07,1.50,28,30
21827914,112 Myrtle Street Apartment 3,82529160,Mario,,Beacon Hill,42.35897,-71.06799,Entire home/apt,285,1,13,2019-07-14,0.78,28,3
21828056,112 Myrtle Street Apartment 4,82529160,Mario,,Beacon Hill,42.36028,-71.06935,Entire home/apt,223,1,13,2019-07-10,0.62,28,78
21828270,Open-Concept 2BR in Seaport by Sonder,12243051,Sonder,,South Boston,42.34239,-71.05739,Entire home/apt,324,3,11,2019-05-21,0.55,270,11
21828281,112 Myrtle Street Apartment 6,82529160,Mario,,Beacon Hill,42.3587,-71.06918,Entire home/apt,185,1,22,2019-05-27,1.06,28,55
21828356,112 Myrtle Street Apartment 8,82529160,Mario,,Beacon Hill,42.36026,-71.06837,Entire home/apt,195,1,19,2019-06-29,0.96,28,6
21828547,112 Myrtle Street Apartment 10,82529160,Mario,,Beacon Hill,42.35969,-71.06902,Entire home/apt,162,1,7,2019-03-17,0.35,28,3
21829139,Grand 2BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.34991,-71.08813,Entire home/apt,422,2,36,2019-07-07,1.75,270,11
21829663,Cozy Airport Apt.,136622901,Kelly,,East Boston,42.38249,-71.0151,Entire home/apt,100,1,84,2019-08-18,5.34,1,58
21836859,Sonder | Boston Common | Warm Studio + Laundry,12243051,Sonder,,Chinatown,42.35158,-71.0621,Entire home/apt,256,2,11,2019-07-31,0.69,270,153
21837174,Sonder | Boston Common | Welcoming 1BR + Laundry,12243051,Sonder,,Chinatown,42.35114,-71.06219,Entire home/apt,258,2,45,2019-07-11,2.14,270,116
21838021,Modern 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35757,-71.13527,Entire home/apt,420,2,30,2019-06-15,1.45,270,42
21838288,Charming 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.33779,-71.15464,Entire home/apt,336,2,12,2019-07-29,0.69,270,1
21838660,Perfect 2BD 2FB apt in an excellent location,159242376,Monty,,West Roxbury,42.27814,-71.16987,Entire home/apt,89,5,2,2018-01-29,0.10,1,0
21839232,Vacation Home next to Subway 3 minuets,119352334,Thuy,,Dorchester,42.28749,-71.06343,Private room,60,1,5,2018-05-21,0.25,3,230
21843360,Marriott Custom House -Luxury Suite,10896845,Shafrit,,Downtown,42.35839,-71.05413,Private room,169,1,7,2018-07-27,0.47,1,0
21845421,Bright 1BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.33892,-71.15394,Entire home/apt,268,2,9,2019-07-27,0.52,270,1
21848299,Modern/Entire apt/1bdrm/Tstop/Ideal location,31829019,Uciane,,South Boston,42.34283,-71.05609,Entire home/apt,180,3,5,2019-01-01,0.33,1,0
21849098,Classic 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35593,-71.13558,Entire home/apt,415,2,12,2019-06-25,0.77,270,42
21850219,Stunning 1BR in Allston by Sonder,12243051,Sonder,,Allston,42.35683,-71.13549,Entire home/apt,183,2,21,2019-04-29,1.00,270,48
21861361,Parker Hill 206 | 1BR 1BA |  Beth Israel Deaconess,71783,Lance,,Mission Hill,42.3317,-71.10945,Entire home/apt,120,2,33,2019-07-20,1.87,22,343
21861781,Parker Hill 306 | 1BR 1BA |  Dana-Farber,71783,Lance,,Mission Hill,42.33121,-71.1081,Entire home/apt,150,2,39,2019-08-04,2.14,22,325
21861961,Parker Hill 506 | 1BR 1BA | Boston Children's,71783,Lance,,Mission Hill,42.33288,-71.10943,Entire home/apt,150,2,33,2019-07-23,1.74,22,320
21862054,Parker Hill 404 | 1BR 1BA | Brigham and Women's,71783,Lance,,Mission Hill,42.33024,-71.11035,Entire home/apt,120,2,27,2019-07-06,1.48,22,143
21862176,Parker Hill 604 | 1BR 1BA | Museum of Fine Arts,71783,Lance,,Mission Hill,42.33023,-71.10858,Entire home/apt,150,2,33,2019-06-29,1.98,22,241
21865615,"Luxury studio apt, center Boston",14745965,Roy,,West End,42.36443,-71.06442,Entire home/apt,120,2,12,2018-06-01,0.57,1,0
21884763,Amazing apartment in South Boston,2406043,Alexander,,South Boston,42.33959,-71.04963,Entire home/apt,110,5,0,,,1,0
21897391,Beautiful Back Bay Duplex,392021,Karen,,Back Bay,42.35061,-71.08674,Entire home/apt,975,4,2,2019-05-31,0.16,1,358
21899053,33rd Floor - Luxury Downtown Boston Penthouse,159778032,Brian,,West End,42.36407,-71.06366,Entire home/apt,829,2,61,2019-08-09,3.64,1,22
21907057,Bright 1 Bedroom in Fantastic Fenway/Back Bay!,8442201,Nick,,Fenway,42.34957,-71.10292,Entire home/apt,179,2,72,2019-08-04,3.50,3,77
21924790,Classic Wellington Hill Guest House,11570420,Shalaye,,Mattapan,42.28486,-71.09441,Entire home/apt,115,1,120,2019-08-03,5.94,1,308
21925608,Very nice room steps from subway.,136896833,Thao,,Dorchester,42.28882,-71.063,Private room,75,1,4,2018-05-27,0.24,2,230
21925988,Comfy room 3 min to T stop-easy access to Boston,21745230,Jurek,,Charlestown,42.38386,-71.07902,Private room,41,28,11,2019-06-30,0.53,9,233
21934940,The magical TreeTop House: central and cozy,15772847,Marc,,Allston,42.35217,-71.14066,Private room,59,4,3,2018-01-15,0.15,1,0
21935818,Beautiful Modern 3 BR Condo in Boston (Entire),160085936,Melvin,,Jamaica Plain,42.29424,-71.12251,Entire home/apt,106,2,58,2019-08-16,2.88,1,134
21935939,"Wonderful Suite, Haven for Asian food, Good Price",38197938,Diana,,Allston,42.35261,-71.12793,Entire home/apt,85,2,3,2018-03-04,0.16,1,0
21944393,Private BD near Fenway/Convention Center 1:),160168613,Jesse + John + Priya,,Fenway,42.34943,-71.09536,Private room,125,1,107,2019-07-28,5.45,6,65
21949820,Modern convenience close to Longwood Medical,8035802,Alicia,,Roxbury,42.329,-71.09262,Private room,55,30,30,2019-06-16,1.51,2,45
21961507,Sun filled modern clean master suite & bath,13897255,Chris,,Jamaica Plain,42.30487,-71.11523,Entire home/apt,110,2,0,,,3,0
21964456,Back Bay beautiful 1BR,780153,Ishai,,Back Bay,42.35437,-71.07727,Entire home/apt,114,4,9,2019-06-05,0.60,1,0
21973435,Cozy Beacon Hill Abode,30383687,Gina,,Beacon Hill,42.35963,-71.06392,Entire home/apt,150,1,55,2018-07-25,2.70,1,0
21979174,Back Bay Brownstone Oasis|1BR 1BA #5,814298,Brent,,Back Bay,42.35044,-71.08503,Entire home/apt,200,2,16,2018-11-12,0.98,89,0
21981146,Longwood Medical Apartment,160490595,Katherine,,Mission Hill,42.33423,-71.10391,Entire home/apt,125,2,22,2018-11-18,1.32,1,1
21983126,South Boston 2BR Modern condo with roofdeck,51111116,Tara,,South Boston,42.33223,-71.0406,Entire home/apt,100,1,22,2018-09-15,1.10,1,0
21987098,"Cozy 4 Bedroom Near Airport, Beach, + Downtown",160546103,Julie,,East Boston,42.37973,-71.02995,Entire home/apt,210,1,0,,,1,0
22009604,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34705,-71.08939,Entire home/apt,200,9,6,2019-06-28,1.28,14,60
22012439,Charming 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35683,-71.13471,Entire home/apt,415,2,19,2019-06-25,0.94,270,42
22013637,Private BD near Fenway/Convention Center a:),160168613,Jesse + John + Priya,,Fenway,42.34924,-71.09372,Private room,125,1,72,2019-08-02,3.55,6,69
22013869,Private BD near Fenway/Convention Center b:),160168613,Jesse + John + Priya,,Fenway,42.34982,-71.09367,Private room,125,1,67,2019-08-01,3.31,6,70
